IDCliente,Prefijo,Nombre,Apellido,Nacimiento,EstadoCivil,Género,correo-e,IngresoAnual,Hijos,NivelEducativo,Ocupacion
26402,Sr.,Arthur,Perez,30/8/2002,Soltero,M,perezarthur2002@ciclovida.com,4000,0,Educacion Universitaria Completa,Oficinista
26403,Sr.,Cory,Arun,25/4/2002,Soltero,M,aruncory2002@ciclovida.com,4000,0,Educacion Universitaria Completa,Oficinista
26404,Srita.,Dominique,Garcia,30/6/2002,Soltero,F,garciadominique2002@ciclovida.com,4000,0,Educacion Universitaria Completa,Oficinista
26405,Sr.,Jonathon,Gutierrez,2/6/2001,Casado,M,gutierrezjonathon2001@ciclovida.com,4000,0,Educacion Universitaria Completa,Oficinista
26406,Sra.,Priscilla,Chander,23/8/1967,Casado,F,chanderpriscilla1967@ciclovida.com,6000,1,Educacion Universitaria Completa,Oficinista
26407,Sra.,Lacey,Gao,30/4/1967,Soltero,F,gaolacey1967@ciclovida.com,6000,1,Educacion Universitaria Completa,Oficinista
26408,Sr.,Tommy,Sharma,29/4/1985,Soltero,M,sharmatommy1985@ciclovida.com,4000,1,Educacion Universitaria Completa,Operativo
26409,Sra.,Kristen,Cai,29/3/1985,Casado,F,caikristen1985@ciclovida.com,4000,1,Educacion Universitaria Completa,Operativo
26410,Sra.,Claudia,Holt,11/12/1984,Casado,F,holtclaudia1984@ciclovida.com,6000,4,Postgrado,Oficinista
26411,Sr.,Colin,Chen,17/3/1984,Soltero,M,chencolin1984@ciclovida.com,2000,1,Educacion Secundaria Completa,Operativo
26412,Sra.,Meghan,Jimenez,27/5/1984,Soltero,F,jimenezmeghan1984@ciclovida.com,2000,1,Educacion Secundaria Completa,Operativo
26413,Sr.,Arthur,Dominguez,18/8/1984,Soltero,M,dominguezarthur1984@ciclovida.com,4000,1,Educacion Universitaria Completa,Operativo
26414,Sra.,Stacey,Liang,18/11/1983,Soltero,F,liangstacey1983@ciclovida.com,4000,1,Educacion Universitaria Completa,Operativo
26415,Sra.,Christy,Li,16/11/1983,Soltero,F,lichristy1983@ciclovida.com,4000,1,Educacion Universitaria Completa,Operativo
26416,Sr.,Theodore,Barbosa,21/7/1984,Casado,M,barbosatheodore1984@ciclovida.com,4000,1,Educacion Universitaria Completa,Operativo
26417,Sr.,Micah,Hu,2/11/1984,Soltero,M,humicah1984@ciclovida.com,4000,1,Educacion Universitaria Completa,Operativo
26418,Sr.,Jésus,Ortega,14/4/1984,Casado,M,ortegajésus1984@ciclovida.com,4000,1,Educacion Universitaria Completa,Operativo
26419,Sra.,Jenny,Martinez,15/4/1984,Casado,F,martinezjenny1984@ciclovida.com,4000,1,Educacion Universitaria Completa,Operativo
26420,Sr.,Eduardo,Morgan,11/2/1983,Casado,M,morganeduardo1983@ciclovida.com,2000,1,Educacion Secundaria Completa,Operativo
26421,Sra.,Alicia,Pal,17/11/1982,Casado,F,palalicia1982@ciclovida.com,2000,1,Educacion Secundaria Completa,Operativo
26422,Sr.,Terrance,Jordan,3/7/1983,Casado,M,jordanterrance1983@ciclovida.com,4000,2,Educacion Universitaria Completa,Operativo
26423,Sr.,Jake,Yang,21/12/1981,Casado,M,yangjake1981@ciclovida.com,4000,2,Educacion Universitaria Completa,Operativo
26425,Sra.,Linda,Martinez,11/6/1983,Soltero,F,martinezlinda1983@ciclovida.com,6000,3,Educacion Universitaria Completa,Oficinista
26426,Sr.,Frederick,Martinez,28/12/1982,Casado,M,martinezfrederick1982@ciclovida.com,6000,0,Educacion Universitaria Completa,Oficinista
26427,Srita.,Christy,Shan,19/9/1983,Soltero,F,shanchristy1983@ciclovida.com,6000,0,Educacion Universitaria Completa,Oficinista
26428,Sr.,Joe,Sanchez,15/5/1983,Casado,M,sanchezjoe1983@ciclovida.com,6000,0,Educacion Universitaria Completa,Oficinista
26429,Sra.,Gabriella,Roberts,8/1/1983,Casado,F,robertsgabriella1983@ciclovida.com,8000,3,Postgrado,Oficinista
26430,Sra.,Casey,Chander,22/6/1982,Soltero,F,chandercasey1982@ciclovida.com,6000,1,Educacion Universitaria Completa,Oficinista
26431,Sr.,Mathew,Vazquez,26/4/1994,Casado,M,vazquezmathew1994@ciclovida.com,2000,1,Educacion Secundaria Completa,Operativo
26432,Srita.,Angelica,Barbosa,11/11/1993,Soltero,F,barbosaangelica1993@ciclovida.com,4000,0,Educacion Universitaria Completa,Operativo
26433,Sr.,Derek,Chander,20/2/1994,Soltero,M,chanderderek1994@ciclovida.com,4000,0,Educacion Universitaria Completa,Operativo
26434,Sr.,Preston,Sara,20/2/1994,Soltero,M,sarapreston1994@ciclovida.com,4000,0,Educacion Universitaria Completa,Operativo
26435,Sra.,Candace,Martinez,28/8/1993,Soltero,F,martinezcandace1993@ciclovida.com,2000,2,Educacion Secundaria Completa,Operativo
26436,Sr.,Kelvin,Sun,19/8/1994,Soltero,M,sunkelvin1994@ciclovida.com,6000,0,Educacion Universitaria Completa,Oficinista
26437,Sr.,Kurt,Zaldivar,11/10/1994,Casado,M,zaldivarkurt1994@ciclovida.com,6000,0,Educacion Universitaria Completa,Oficinista
26438,Srita.,Colleen,Zaldivar,16/7/1994,Casado,F,zaldivarcolleen1994@ciclovida.com,8000,0,Postgrado,Oficinista
26439,Sra.,Mackenzie,Barbosa,2/7/1943,Soltero,F,barbosamackenzie1943@ciclovida.com,4000,2,Postgrado,Oficinista
26440,Srita.,Susan,Wu,12/6/1993,Soltero,F,wususan1993@ciclovida.com,4000,0,Educacion Universitaria Completa,Operativo
26441,Sr.,Corey,Alvarez,11/2/1993,Casado,M,alvarezcorey1993@ciclovida.com,8000,0,Postgrado,Oficinista
26442,Srita.,Ashlee,Shen,27/11/1992,Soltero,F,shenashlee1992@ciclovida.com,8000,0,Postgrado,Oficinista
26443,Sr.,Erick,Lopez,16/7/1993,Soltero,M,lopezerick1993@ciclovida.com,10000,0,Postgrado,Operativo Calificado
26444,Sra.,Caroline,Coleman,19/12/1945,Casado,F,colemancaroline1945@ciclovida.com,8000,1,Postgrado,Oficinista
26445,Sra.,Colleen,Li,18/7/1976,Soltero,F,licolleen1976@ciclovida.com,2000,3,Educacion Universitaria Completa,Operativo
26446,Sra.,Julie,She,24/1/1976,Casado,F,shejulie1976@ciclovida.com,4000,2,Educacion Universitaria Completa,Operativo
26447,Sra.,Audrey,Torres,15/7/1975,Casado,F,torresaudrey1975@ciclovida.com,4000,2,Educacion Universitaria Completa,Operativo
26448,Sr.,Jon,Xu,22/3/1992,Soltero,M,xujon1992@ciclovida.com,2000,2,Educacion Secundaria Completa,Operativo
26449,Sr.,Ruben,Dominguez,16/12/1991,Soltero,M,dominguezruben1991@ciclovida.com,4000,1,Educacion Universitaria Completa,Operativo
26450,Sr.,Joe,Gomez,16/1/1992,Soltero,M,gomezjoe1992@ciclovida.com,4000,1,Educacion Universitaria Completa,Operativo
26451,Sra.,Veronica,Vance,9/7/1968,Soltero,F,vanceveronica1968@ciclovida.com,34000,3,Postgrado,Administrativo
26452,Sr.,Corey,Beck,17/8/1970,Soltero,M,beckcorey1970@ciclovida.com,18000,5,Educacion Universitaria Completa,Profesional
26453,Sra.,Leah,Chen,6/2/1970,Soltero,F,chenleah1970@ciclovida.com,18000,5,Educacion Universitaria Completa,Profesional
26454,Sra.,Stefanie,Weber,10/10/1970,Soltero,F,weberstefanie1970@ciclovida.com,20000,2,Educacion Universitaria Completa,Administrativo
26455,Sr.,Zachary,Davis,25/4/1977,Casado,M,daviszachary1977@ciclovida.com,14000,4,Educacion Secundaria Completa,Profesional
26456,Sra.,Dawn,Chen,9/5/1978,Casado,F,chendawn1978@ciclovida.com,20000,3,Educacion Secundaria Completa,Profesional
26457,Sr.,Kenneth,Becker,28/5/1978,Soltero,M,beckerkenneth1978@ciclovida.com,20000,3,Educacion Secundaria Completa,Profesional
26458,Sr.,Frank,Torres,9/8/1978,Casado,M,torresfrank1978@ciclovida.com,20000,3,Educacion Secundaria Completa,Profesional
26459,Sr.,Justin,Martinez,10/3/1978,Casado,M,martinezjustin1978@ciclovida.com,20000,3,Educacion Secundaria Completa,Profesional
26460,Sr.,Devin,Gray,8/3/1978,Soltero,M,graydevin1978@ciclovida.com,34000,0,Educacion Secundaria Completa,Profesional
26461,Sr.,Vincent,Sun,11/3/1978,Casado,M,sunvincent1978@ciclovida.com,34000,0,Educacion Secundaria Incompleta,Profesional
26462,Sr.,Leonard,Chander,28/4/1977,Casado,M,chanderleonard1977@ciclovida.com,20000,3,Educacion Universitaria Completa,Profesional
26463,Sr.,Zachary,Martinez,17/7/1977,Casado,M,martinezzachary1977@ciclovida.com,24000,3,Educacion Universitaria Completa,Administrativo
26464,Sr.,Andre,Martinez,6/2/1977,Casado,M,martinezandre1977@ciclovida.com,26000,4,Educacion Universitaria Completa,Profesional
26465,Sr.,Martin,Suri,13/2/1977,Casado,M,surimartin1977@ciclovida.com,26000,5,Educacion Universitaria Completa,Profesional
26466,,Shawn,Deng,8/7/1977,Casado,NA,dengshawn1977@ciclovida.com,30000,3,Educacion Universitaria Completa,Administrativo
26467,Sr.,Clarence,He,1/9/1977,Casado,M,heclarence1977@ciclovida.com,32000,3,Educacion Universitaria Completa,Administrativo
26468,Sra.,Jacquelyn,Gomez,20/9/1976,Casado,F,gomezjacquelyn1976@ciclovida.com,16000,4,Educacion Universitaria Completa,Profesional
26469,Sra.,Suzanne,He,10/11/1975,Casado,F,hesuzanne1975@ciclovida.com,24000,4,Educacion Universitaria Completa,Profesional
26470,Sr.,Andrew,Jones,8/1/1976,Casado,M,jonesandrew1976@ciclovida.com,34000,4,Educacion Universitaria Completa,Administrativo
26471,Sr.,Cameron,Alvarez,24/5/1976,Casado,M,alvarezcameron1976@ciclovida.com,34000,4,Educacion Universitaria Completa,Administrativo
26472,Sra.,Gabrielle,Carter,31/1/1975,Soltero,F,cartergabrielle1975@ciclovida.com,14000,5,Educacion Secundaria Incompleta,Operativo Calificado
26473,Sra.,Kelli,Xu,18/1/1975,Soltero,F,xukelli1975@ciclovida.com,20000,3,Educacion Universitaria Completa,Profesional
26474,Sra.,Kate,Rai,8/9/1975,Soltero,F,raikate1975@ciclovida.com,26000,4,Educacion Secundaria Completa,Profesional
26475,Sr.,Ramón,Cai,22/3/1974,Casado,M,cairamón1974@ciclovida.com,30000,4,Educacion Universitaria Completa,Administrativo
26476,Sra.,Janet,Suarez,21/3/1972,Soltero,F,suarezjanet1972@ciclovida.com,18000,4,Educacion Secundaria Completa,Administrativo
26477,Sra.,Tabitha,Rana,15/12/1971,Soltero,F,ranatabitha1971@ciclovida.com,26000,5,Educacion Secundaria Completa,Administrativo
26478,Sra.,Jill,Torres,25/7/1972,Casado,F,torresjill1972@ciclovida.com,30000,4,Educacion Secundaria Completa,Administrativo
26479,Sra.,Scott,Seely,24/9/1971,Casado,F,seelyscott1971@ciclovida.com,22000,4,Educacion Secundaria Incompleta,Profesional
26480,Sr.,Roy,Serrano,9/11/1970,Casado,M,serranoroy1970@ciclovida.com,24000,5,Educacion Secundaria Completa,Administrativo
26481,Srita.,Toni,Randall,15/9/1999,Casado,F,randalltoni1999@ciclovida.com,12000,0,Educacion Universitaria Completa,Profesional
26482,Sr.,Ricky,Blanco,14/9/2000,Soltero,M,blancoricky2000@ciclovida.com,14000,0,Educacion Universitaria Completa,Profesional
26483,Sr.,Logan,Gonzales,2/7/1999,Casado,M,gonzaleslogan1999@ciclovida.com,14000,0,Educacion Universitaria Completa,Profesional
26484,Sr.,Ricky,Martinez,18/10/1999,Soltero,M,martinezricky1999@ciclovida.com,14000,0,Educacion Universitaria Completa,Profesional
26485,Sr.,Gary,Jimenez,18/6/1998,Soltero,M,jimenezgary1998@ciclovida.com,14000,0,Educacion Universitaria Completa,Profesional
26486,Srita.,Sydney,Clark,28/4/1998,Casado,F,clarksydney1998@ciclovida.com,14000,0,Educacion Universitaria Completa,Profesional
26487,Sr.,Dylan,Rodriguez,21/11/1998,Soltero,M,rodriguezdylan1998@ciclovida.com,16000,0,Educacion Universitaria Completa,Profesional
26488,Srita.,Ebony,Ashe,27/6/1999,Soltero,F,asheebony1999@ciclovida.com,18000,0,Educacion Universitaria Completa,Profesional
26489,Srita.,Cassie,Sutton,11/2/1998,Casado,F,suttoncassie1998@ciclovida.com,14000,0,Educacion Universitaria Completa,Profesional
26490,Srita.,Alison,Shen,28/7/1997,Casado,F,shenalison1997@ciclovida.com,16000,0,Educacion Universitaria Completa,Profesional
26491,Srita.,Kaitlin,Patel,14/12/1996,Soltero,F,patelkaitlin1996@ciclovida.com,16000,0,Educacion Universitaria Completa,Profesional
26492,Sr.,Kelvin,Liang,11/4/1998,Soltero,M,liangkelvin1998@ciclovida.com,18000,0,Educacion Universitaria Completa,Profesional
26493,Sr.,Alvin,Xie,12/12/1997,Casado,M,xiealvin1997@ciclovida.com,20000,0,Educacion Secundaria Completa,Administrativo
26494,Srita.,Cassandra,Subram,22/4/1998,Casado,F,subramcassandra1998@ciclovida.com,22000,0,Educacion Universitaria Completa,Administrativo
26495,Sra.,Whitney,Perez,10/3/1998,Casado,F,perezwhitney1998@ciclovida.com,24000,5,Educacion Secundaria Incompleta,Profesional
26496,Sr.,Cameron,Torres,21/3/1997,Casado,M,torrescameron1997@ciclovida.com,18000,0,Educacion Universitaria Completa,Profesional
26497,Srita.,Birgit,Seidel,19/1/1997,Casado,F,seidelbirgit1997@ciclovida.com,20000,0,Educacion Secundaria Completa,Administrativo
26498,Sr.,Roberto,Navarro,20/3/1997,Soltero,M,navarroroberto1997@ciclovida.com,20000,0,Educacion Secundaria Completa,Administrativo
26499,Sr.,Andres,Lal,10/7/1997,Soltero,M,lalandres1997@ciclovida.com,30000,5,Educacion Universitaria Completa,Profesional
26500,Sr.,Albert,Alvarez,1/6/1996,Soltero,M,alvarezalbert1996@ciclovida.com,18000,0,Educacion Universitaria Completa,Profesional
26501,Sr.,Grant,Deng,27/3/1996,Casado,M,denggrant1996@ciclovida.com,20000,0,Educacion Secundaria Completa,Administrativo
26502,,Nathaniel,Morgan,23/5/1996,Soltero,NA,morgannathaniel1996@ciclovida.com,20000,0,Educacion Secundaria Completa,Administrativo
26503,Srita.,Claudia,Chen,1/4/1995,Casado,F,chenclaudia1995@ciclovida.com,16000,0,Educacion Universitaria Completa,Profesional
26504,Sr.,Francisco,Perez,22/2/1995,Soltero,M,perezfrancisco1995@ciclovida.com,16000,0,Educacion Universitaria Completa,Profesional
26505,Srita.,Rosa,Zaldivar,19/7/1996,Soltero,F,zaldivarrosa1996@ciclovida.com,22000,0,Educacion Secundaria Completa,Administrativo
26506,Sr.,Jaime,Sutton,16/5/1996,Casado,M,suttonjaime1996@ciclovida.com,22000,0,Educacion Secundaria Completa,Administrativo
26507,Srita.,Haley,Ward,23/1/1995,Soltero,F,wardhaley1995@ciclovida.com,18000,0,Educacion Universitaria Completa,Profesional
26508,Sr.,Ruben,Romero,22/3/1995,Soltero,M,romeroruben1995@ciclovida.com,20000,0,Educacion Secundaria Completa,Administrativo
26509,Srita.,Kelli,Becker,31/10/1995,Casado,F,beckerkelli1995@ciclovida.com,20000,0,Educacion Secundaria Completa,Administrativo
26510,Srita.,Jenny,Hu,22/12/1993,Casado,F,hujenny1993@ciclovida.com,18000,0,Educacion Universitaria Completa,Profesional
26511,Sr.,Erick,Suri,20/12/1993,Casado,M,surierick1993@ciclovida.com,20000,0,Educacion Secundaria Incompleta,Profesional
26512,Sr.,Danny,Gomez,1/7/1994,Casado,M,gomezdanny1994@ciclovida.com,22000,0,Educacion Secundaria Completa,Administrativo
26514,Sr.,Dennis,Ye,16/6/1995,Casado,M,yedennis1995@ciclovida.com,22000,0,Educacion Secundaria Incompleta,Profesional
26515,Srita.,Renee,Romero,16/5/1995,Soltero,F,romerorenee1995@ciclovida.com,22000,0,Educacion Secundaria Incompleta,Profesional
26516,Sr.,Colin,Lal,8/4/1995,Casado,M,lalcolin1995@ciclovida.com,26000,0,Educacion Secundaria Incompleta,Administrativo
26517,Sra.,Julia,Barbosa,22/3/1965,Soltero,F,barbosajulia1965@ciclovida.com,14000,5,Educacion Universitaria Completa,Administrativo
26518,Sr.,Mason,Martinez,12/9/1965,Soltero,M,martinezmason1965@ciclovida.com,26000,2,Educacion Universitaria Completa,Administrativo
26519,Sr.,Fernando,Wilson,24/5/1965,Soltero,M,wilsonfernando1965@ciclovida.com,34000,1,Postgrado,Administrativo
26520,Sr.,Leonard,Goel,28/10/1965,Casado,M,goelleonard1965@ciclovida.com,34000,1,Postgrado,Administrativo
26521,Sra.,Chelsea,Subram,23/8/1966,Casado,F,subramchelsea1966@ciclovida.com,16000,5,Educacion Universitaria Completa,Administrativo
26522,Sr.,Xavier,Collins,30/8/1966,Casado,M,collinsxavier1966@ciclovida.com,20000,2,Postgrado,Administrativo
26523,Sra.,Ana,Alvarez,23/8/1966,Casado,F,alvarezana1966@ciclovida.com,24000,2,Postgrado,Administrativo
26524,Sra.,Rachel,Coleman,1/5/1966,Casado,F,colemanrachel1966@ciclovida.com,26000,2,Educacion Universitaria Completa,Administrativo
26525,Sra.,Makayla,Sosa,13/12/1966,Casado,F,sosamakayla1966@ciclovida.com,22000,2,Educacion Universitaria Completa,Administrativo
26526,Sra.,Kaitlyn,Green,9/7/1967,Casado,F,greenkaitlyn1967@ciclovida.com,24000,2,Postgrado,Administrativo
26527,Sra.,Abigail,Martinez,1/8/1967,Casado,F,martinezabigail1967@ciclovida.com,24000,2,Educacion Universitaria Completa,Administrativo
26528,Srita.,Nicole,Richardson,11/6/1997,Casado,F,richardsonnicole1997@ciclovida.com,12000,0,Educacion Universitaria Completa,Operativo Calificado
26529,Srita.,Isabella,Perez,19/2/1997,Casado,F,perezisabella1997@ciclovida.com,14000,0,Educacion Universitaria Completa,Profesional
26530,Srita.,Heather,Zaldivar,21/1/1997,Casado,F,zaldivarheather1997@ciclovida.com,14000,0,Educacion Universitaria Completa,Profesional
26531,Srita.,Destiny,Taylor,30/1/2000,Casado,F,taylordestiny2000@ciclovida.com,12000,0,Educacion Universitaria Completa,Profesional
26532,Sr.,Ronnie,Zaldivar,15/3/1979,Casado,M,zaldivarronnie1979@ciclovida.com,16000,2,Educacion Secundaria Completa,Operativo Calificado
26533,Sr.,Alvin,She,24/1/1979,Casado,M,shealvin1979@ciclovida.com,16000,2,Educacion Secundaria Completa,Operativo Calificado
26534,Sra.,Ashlee,Raje,18/2/1979,Soltero,F,rajeashlee1979@ciclovida.com,16000,2,Educacion Secundaria Completa,Operativo Calificado
26535,Sra.,Emily,Jones,8/10/1979,Soltero,F,jonesemily1979@ciclovida.com,16000,2,Educacion Secundaria Completa,Operativo Calificado
26536,Sr.,Lee,Blanco,8/4/1980,Soltero,M,blancolee1980@ciclovida.com,14000,2,Educacion Secundaria Completa,Operativo Calificado
26537,Sr.,Shane,Raman,19/2/1980,Soltero,M,ramanshane1980@ciclovida.com,14000,2,Educacion Secundaria Completa,Operativo Calificado
26538,Sra.,Stacey,Gao,11/1/1981,Soltero,F,gaostacey1981@ciclovida.com,14000,2,Educacion Secundaria Completa,Profesional
26539,Sra.,Rosa,Lu,14/8/1981,Soltero,F,lurosa1981@ciclovida.com,14000,2,Educacion Secundaria Completa,Profesional
26540,Srita.,Sophia,Nelson,22/4/1982,Casado,F,nelsonsophia1982@ciclovida.com,26000,0,Postgrado,Administrativo
26541,Srita.,Linda,Suarez,30/4/1982,Soltero,F,suarezlinda1982@ciclovida.com,26000,0,Postgrado,Administrativo
26542,Srita.,Taylor,Torres,12/2/1997,Soltero,F,torrestaylor1997@ciclovida.com,16000,0,Educacion Universitaria Completa,Administrativo
26543,Srita.,Allison,Sanchez,10/9/1998,Soltero,F,sanchezallison1998@ciclovida.com,6000,0,Educacion Secundaria Completa,Profesional
26544,Sr.,Levi,Martinez,23/5/1998,Soltero,M,martinezlevi1998@ciclovida.com,6000,0,Educacion Secundaria Completa,Profesional
26545,Sr.,Benjamin,Martinez,27/1/1998,Soltero,M,martinezbenjamin1998@ciclovida.com,12000,0,Educacion Universitaria Completa,Profesional
26546,Srita.,Sarah,White,23/5/1998,Soltero,F,whitesarah1998@ciclovida.com,12000,0,Educacion Universitaria Completa,Profesional
26547,Srita.,Megan,Wood,30/6/1998,Soltero,F,woodmegan1998@ciclovida.com,12000,0,Educacion Universitaria Completa,Profesional
26548,Srita.,Nicole,Martinez,3/5/1998,Soltero,F,martineznicole1998@ciclovida.com,12000,0,Educacion Universitaria Completa,Profesional
26549,Sr.,Curtis,Guo,13/3/1998,Soltero,M,guocurtis1998@ciclovida.com,12000,0,Educacion Universitaria Completa,Profesional
26550,Sr.,Ricardo,Zaldivar,18/9/1983,Casado,M,zaldivarricardo1983@ciclovida.com,26000,0,Postgrado,Administrativo
26551,Srita.,Kristi,Alvarez,22/4/1983,Soltero,F,alvarezkristi1983@ciclovida.com,32000,0,Postgrado,Administrativo
26552,,Amanda,Perez,29/1/1990,Casado,NA,perezamanda1990@ciclovida.com,26000,0,Postgrado,Administrativo
26553,Sr.,Jack,Hughes,19/6/1990,Casado,M,hughesjack1990@ciclovida.com,26000,0,Postgrado,Administrativo
26554,Sr.,Ian,Ramirez,20/8/1981,Casado,M,ramirezian1981@ciclovida.com,14000,2,Educacion Secundaria Incompleta,Operativo Calificado
26555,Srita.,Amber,Carter,10/8/1987,Soltero,F,carteramber1987@ciclovida.com,14000,0,Educacion Universitaria Completa,Profesional
26556,Sr.,Carlos,Edwards,19/1/1987,Casado,M,edwardscarlos1987@ciclovida.com,14000,0,Educacion Universitaria Completa,Profesional
26557,Sr.,Louis,Chande,18/1/1991,Soltero,M,chandelouis1991@ciclovida.com,16000,5,Educacion Universitaria Completa,Profesional
26558,Sra.,Kristy,Ramos,14/5/1991,Casado,F,ramoskristy1991@ciclovida.com,18000,4,Educacion Universitaria Completa,Profesional
26559,Sra.,Christy,Rai,8/1/1991,Casado,F,raichristy1991@ciclovida.com,18000,4,Educacion Universitaria Completa,Profesional
26560,Sr.,Joel,Perez,23/9/1986,Casado,M,perezjoel1986@ciclovida.com,12000,1,Educacion Universitaria Completa,Profesional
26561,Sra.,Robin,Dominguez,18/4/1986,Soltero,F,dominguezrobin1986@ciclovida.com,12000,1,Educacion Universitaria Completa,Profesional
26562,Sra.,Kristine,Alvarez,20/5/1986,Casado,F,alvarezkristine1986@ciclovida.com,12000,1,Educacion Universitaria Completa,Profesional
26563,Sr.,Lawrence,Romero,14/2/1985,Soltero,M,romerolawrence1985@ciclovida.com,12000,1,Educacion Universitaria Completa,Operativo Calificado
26564,Sra.,Tabitha,Gomez,9/8/1985,Soltero,F,gomeztabitha1985@ciclovida.com,12000,1,Educacion Universitaria Completa,Operativo Calificado
26565,Sr.,Rafael,Shen,9/7/1985,Casado,M,shenrafael1985@ciclovida.com,12000,1,Educacion Universitaria Completa,Operativo Calificado
26566,Srita.,Aimee,Wu,7/9/1990,Casado,F,wuaimee1990@ciclovida.com,22000,0,Postgrado,Administrativo
26567,Srita.,Paula,Romero,11/9/1990,Soltero,F,romeropaula1990@ciclovida.com,22000,0,Postgrado,Administrativo
26568,Sr.,Jay,Diaz,21/2/1984,Casado,M,diazjay1984@ciclovida.com,12000,1,Educacion Universitaria Completa,Operativo Calificado
26569,Sr.,Ethan,Coleman,28/5/1984,Casado,M,colemanethan1984@ciclovida.com,12000,1,Educacion Universitaria Completa,Operativo Calificado
26570,Sra.,Mandy,Sun,15/3/1984,Casado,F,sunmandy1984@ciclovida.com,12000,1,Educacion Universitaria Completa,Operativo Calificado
26571,Sr.,Dwayne,Serrano,2/3/1983,Casado,M,serranodwayne1983@ciclovida.com,18000,1,Educacion Universitaria Completa,Profesional
